ticket_id,opened_at,category,subcategory,assignment_group,priority,short_description,work_notes,close_notes,status,business_unit,location,country,state
INC0002095,2025-01-08 07:41,Hardware,Printing,Desktop Support,2 - High,network printer error 49,Driver mismatch causing prints blank pages. power cycled teh device and printed a test page.,Cleared prints blank pages after power cycled the device. User confirms output is good.,Resolved,Manufacturing,Manchester Office,United Kingdom,England
INC0002031,2025-01-09 05:14,Network,Connectivity,Network Operations,4 - Low,User cannot connect on VPN,User high latency on Wi-Fi. Ran tracert and saw high latency. updated teh wireless driver. ::,"reseated the Ethernet cable; VPN stable, user confirms connection restored.",Closed Complete,Corporate Functions,Toronto Office,Canada,Ontario
INC0002137,2025-01-09 11:04,Hardware,Printing,Desktop Support,3 - Moderate,network printer out of toner ::,Job stuck in the print queue. mapped the printer by IP and released the job successfully.,Cleared prints blank pages after replaced teh toner cartridge. User confirms output is good. ::,Closed,Corporate Functions,Frankfurt DC,Germany,Hesse
INC0002071,2025-01-09 22:28,Security,Identity & Access,Service Desk,4 - Low,REQUEST ROLE FOR NEW STARTER,MFA issue: forgot pwd. verified identity per policy and tested a sign-in.,,Closed,Healthcare Services,San Jose Office,United States,California
INC0002038,2025-01-10 23:02,Hardware,Printing,Desktop Support,2 - High,Replace print queue on network printer,&nbsp;driver mismatch causing error 49. reinstalled the print driver and printed a test page.,cleared streaks on page after cleared the paper jam from the tray. user confirms output is good.,Closed Complete,Retail Banking,New York Office,United States,New York
INC0002112,2025-01-11 23:52,Hardware,Printing,Desktop Support,2 - High,network printer double-sided not working ::,,Cleared offline status after set the correct default printer. User confirms output is good.,Resolved,Manufacturing,New York Office,United States,New York
INC0002033,2025-01-12 13:31,Hardware,Printing,Desktop Support,4 - Low,follow-me printing prints blank pages,User reports streaks on page on teh network printer. Found a toner cartridge fault. re-installed teh print driver.,,Resolved,Logistics & Supply Chain,Sydney Hub,Australia,New South Wales
INC0002116,2025-01-13 13:57,Network,Connectivity,Network Operations,3 - Moderate,cannot reach network drive over VPN,Checked the switch port; found a stale entry. checked the switch port and tested connectivity.,"reseated teh ethernet cable; ethernet stable, user confirms conection restored.",Closed Complete,Corporate Functions,Mumbai Campus,India,Maharashtra
INC0002145,2025-01-14 08:17,Hardware,Printing,Desktop Support,2 - High,prints blank pages on print server<br>,driver mismatch causing out of toner. cleared the paper jam from the tray and printed a test page.,"<div>re-installed the print driver; test page prints clean, double-sided not working resolved.</div>",Closed,Corporate Functions,Mumbai Campus,India,Maharashtra
INC0002029,2025-01-15 07:01,Security,Identity & Access,Service Desk,2 - High,Request pwd for new starter,"<div>user password expired. verified identity, then verified identity per policy in okta.</div>",Granted token and reset the MFA token. Closing per requester confirmation.,Closed,Retail Banking,New York Office,United States,New York
INC0002084,2025-01-15 10:26,Security,Identity & Access,Service Desk,3 - Moderate,User permission missing,MFA ISSUE: PERMISSION MISSING. RE-ENROLLED MFA AND TESTED A SIGN-IN.,granted password and added the user to the security group. closing per requester confirmation.,Resolved,Sales & Marketing,Dallas Office,United States,Texas
INC0002057,2025-01-17 02:24,Software,Email & Collaboration,Messaging Support,2 - High,outlook search not working,<p>User reports Teams stuck in outbox. Confirmed mailbox is online. cleared teh cache.</p>,removed and re-added the account; user confirms teams working and emails flowing.,Resolved,Healthcare Services,Manchester Office,United Kingdom,England
INC0002122,2025-01-17 04:42,Software,Email & Collaboration,Messaging Support,4 - Low,request to add member to shared inbox,Verified the shared inbox configuration. reset the autocomplete cache to resolve the sync error.,,Closed Complete,Manufacturing,Sydney Hub,Australia,New South Wales
INC0002017,2025-01-18 06:26,Software,Applications,Application Support,3 - Moderate,SAP SHORTCUT LICENSE EXPIRED ::,"User reports Chrome freezes on launch. Reviewed logs, ran the installer as admin.",resolved keeps crashing after ran teh installer as admin. user confirms teh line-of-business app working.,Closed Complete,Sales & Marketing,New York Office,United States,New York
INC0002119,2025-01-18 11:56,Software,Applications,Application Support,2 - High,Adobe Acrobat add-in won't install,,reapplied the license key; SAP launches without errors.,Closed Complete,Sales & Marketing,San Jose Office,United States,California
INC0002023,2025-01-18 17:06,Software,Applications,Application Support,3 - Moderate,install request for sap,UPDATE FAILED TRACED TO A CORRUPT PLUGIN. RECREATED THE USER PROFILE AND TESTED LAUNCH.,&nbsp;Resolved freezes on launch after ran the installer as admin. User confirms SAP working.,Closed Complete,Corporate Functions,London HQ,United Kingdom,England
INC0002021,2025-01-19 21:10,Network,Connectivity,Network Operations,4 - Low,Cannot map switch port,,"reseated teh Ethernet cable; VLAN stable, user confirms conection restored.",Resolved,Retail Banking,San Jose Office,United States,California
INC0002082,2025-01-21 18:28,Network,Connectivity,Network Operations,4 - Low,VPN slow speeds,<div>USER SLOW SPEEDS ON WI-FI. RAN TRACERT AND SAW HIGH LATENCY. RECONNECTED THE VPN CLIENT.</div>,Fixed the network drive. renewed the DHCP lease and verified the network drive maps.,Closed Complete,Healthcare Services,London HQ,United Kingdom,England
INC0002005,2025-01-22 21:26,Software,Email & Collaboration,Messaging Support,4 - Low,Request to add member to shared inbox,"mailbox over quota causing cannot send. archived old items, then removed and re-added the account.",Resolved stuck in outbox after recreated teh Outlook profile. Mailbox syncing normally. ::,Closed,Logistics & Supply Chain,Mumbai Campus,India,Maharashtra
INC0002129,2025-01-23 18:57,Software,Applications,Application Support,3 - Moderate,Excel won't install,"User reports SAP freezes on launch. Reviewed logs, ran the installer as admin.",resolved update failed after ran teh installer as admin. user confirms chrome working.,Closed Complete,Corporate Functions,Frankfurt DC,Germany,Hesse
INC0002004,2025-01-24 05:34,Software,Applications,Application Support,3 - Moderate,Zoom license won't install,keeps crashing traced to a corrupt add-in. disabled the conflicting add-in and tested launch.,cleared teh app cache; SAP launches without errors.,Closed Complete,Healthcare Services,Mumbai Campus,India,Maharashtra
INC0002126,2025-01-27 16:06,Network,Connectivity,Network Operations,3 - Moderate,high latency over firewall,wireless cannot reach network drive traced to a weak switch port. moved the user to a clean access point.,fixed teh vpn client. moved teh user to a clean access point and verified teh network drive maps.,Closed Complete,Manufacturing,Manchester Office,United Kingdom,England
INC0002024,2025-01-28 00:45,Security,Identity & Access,Service Desk,3 - Moderate,Request account for new starter,MFA issue: permission missing. granted the requested permission and tested a sign-in.,Granted pwd and unlocked teh account. Closing per requester confirmation.,Closed Complete,Sales & Marketing,Manchester Office,United Kingdom,England
INC0002012,2025-01-28 02:30,Network,Connectivity,Network Operations,3 - Moderate,VLAN cannot connect,<div>User no internet on DNS. Ran tracert and saw high latency. flushed the DNS cache.</div>,RESOLVED DROPPING CONNECTION AFTER UPDATED THE WIRELESS DRIVER. LATENCY BACK TO NORMAL.,Closed Complete,Corporate Functions,Sydney Hub,Australia,New South Wales
INC0002127,2025-01-28 23:38,Hardware,Endpoint,Desktop Support,4 - Low,laptop no display,Laptop running slow. updated the display driver and ran a stress test.,,Resolved,Logistics & Supply Chain,Toronto Office,Canada,Ontario
INC0002131,2025-01-29 00:13,Software,Cross-functional,Application Support,2 - High,Outlook add-in for the line-of-business app missing,THE SHARED INBOX ADD-IN DISAPPEARED FROM OUTLOOK. PUSHED THE UPDATE VIA SCCM TO RESTORE IT.,,Closed,Healthcare Services,New York Office,United States,New York
INC0002115,2025-01-29 16:55,Software,Applications,Application Support,4 - Low,Adobe Acrobat add-in license expired,"License request for Excel. Verified entitlement, reinstalled teh app. ::",RESOLVED SLOW TO LOAD AFTER CLEARED THE APP CACHE. USER CONFIRMS THE LINE-OF-BUSINESS APP WORKING.,Resolved,Corporate Functions,San Jose Office,United States,California
INC0002034,2025-01-30 19:13,Software,Applications,Application Support,1 - Critical,ZOOM UPDATE LICENSE EXPIRED,"License request for teh line-of-business app. Verified entitlement, recreated teh user profile.",Resolved update failed after cleared the application cache. User confirms Excel working.,Closed,Corporate Functions,Sydney Hub,Australia,New South Wales
INC0002035,2025-02-01 07:00,Software,Email & Collaboration,Messaging Support,4 - Low,Request to add member to calendar ::,"Mailbox over quota causing duplicate emails. Archived old items, then reset the autocomplete cache.","Added user to teh contact. Verified mail delivery, closing ticket. ::",Resolved,Healthcare Services,Frankfurt DC,Germany,Hesse
INC0002036,2025-02-01 18:28,Software,Email & Collaboration,Messaging Support,4 - Low,Request to add member to shared inbox,,resolved cannot send after checked exchange mailbox quota. mailbox syncing normally.,Closed,Logistics & Supply Chain,Toronto Office,Canada,Ontario
INC0002049,2025-02-01 20:51,Hardware,Endpoint,Desktop Support,3 - Moderate,no display on keyboard,HARDWARE FAULT ON THE DISPLAY CABLE CAUSING WON'T POWER ON. UPDATED THE DISPLAY DRIVER.,fixed won't power on after reimaged teh laptop. user confirms docking station working.,Closed,Corporate Functions,New York Office,United States,New York
INC0002078,2025-02-02 00:42,Software,Email & Collaboration,Messaging Support,4 - Low,User cannot access rule in Exchange,checked teh meeting invite permissions in exchange admin center. cleared teh cache and tested.,RESOLVED DUPLICATE EMAILS AFTER CHECKED EXCHANGE MAILBOX QUOTA. MAILBOX SYNCING NORMALLY.,Closed,Retail Banking,Frankfurt DC,Germany,Hesse
INC0002053,2025-02-02 06:05,Hardware,Cross-functional,Desktop Support,3 - Moderate,New laptop cannot connect to Wi-Fi after reimage,"REIMAGED LAPTOP BLUE SCREEN ON WI-FI. UPDATED THE WIRELESS DRIVER, UPDATED THE WIRELESS DRIVER.","swapped the docking station and updated the wireless driver. laptop online, user confirms connectivity.",Closed,Corporate Functions,Toronto Office,Canada,Ontario
INC0002130,2025-02-02 22:48,Hardware,Cross-functional,Desktop Support,4 - Low,Network printer offline after switch maintenance<br>,<div>PRINTER SHOWING OFFLINE. SUSPECTED THE CONNECTION. RESET THE NETWORK ADAPTER THEN REPLACED THE TONER CARTRIDGE.</div>,"<div>reset the network adapter and replaced the toner cartridge. Printer back online, test page prints.</div>",Closed,Logistics & Supply Chain,San Jose Office,United States,California
INC0002069,2025-02-03 04:53,Hardware,Endpoint,Desktop Support,1 - Critical,flickering screen on webcam,USER REPORTS KEYBOARD BATTERY NOT CHARGING. DIAGNOSTICS FLAGGED THE SCREEN. SWAPPED THE DOCKING STATION.,&nbsp;FIXED FLICKERING SCREEN AFTER RESEATED THE RAM. USER CONFIRMS DOCKING STATION WORKING.,Closed,Logistics & Supply Chain,Manchester Office,United Kingdom,England
INC0002018,2025-02-03 11:26,Hardware,Printing,Desktop Support,4 - Low,PRINTS BLANK PAGES ON HP LASERJET,Inspected teh default printer. restarted teh print server to clear teh error 49.,"&nbsp;mapped the printer by ip; test page prints clean, stuck in queue resolved.",Closed,Manufacturing,San Jose Office,United States,California
INC0002058,2025-02-03 11:46,Hardware,Endpoint,Desktop Support,2 - High,Replace power adapter - webcam,User reports headset blue screen. Diagnostics flagged the battery. swapped the dock.,Replaced the USB port and ran hardware diagnostics. Device passes diagnostics.,Closed,Corporate Functions,Mumbai Campus,India,Maharashtra
INC0002025,2025-02-04 03:17,Software,Email & Collaboration,Messaging Support,3 - Moderate,Request to add member to shared inbox,"MAILBOX OVER QUOTA CAUSING WON'T OPEN. ARCHIVED OLD ITEMS, THEN CHECKED EXCHANGE MAILBOX QUOTA.",VERIFIED SEND-AS PERMISSIONS; USER CONFIRMS OUTLOOK WEB APP WORKING AND EMAILS FLOWING.,Closed,Sales & Marketing,Toronto Office,Canada,Ontario
INC0002150,2025-02-04 07:31,Hardware,Endpoint,Desktop Support,3 - Moderate,laptop blue screen,"loud fan noise when docked. tested a known-good fan, then replaced teh power adapter.",Fixed won't power on after reseated the RAM. User confirms webcam working.,Resolved,Retail Banking,Dallas Office,United States,Texas
INC0002041,2025-02-04 12:09,Hardware,Printing,Desktop Support,3 - Moderate,streaks on page on print server ::,Driver mismatch causing stuck in queue. cleared the paper jam from the tray and printed a test page.,replaced teh spooler and replaced teh toner cartridge. printing restored.,Resolved,Healthcare Services,Dallas Office,United States,Texas
INC0002055,2025-02-04 16:19,Hardware,Printing,Desktop Support,4 - Low,double-sided not working on HP LaserJet,DRIVER MISMATCH CAUSING ERROR 49. SET THE CORRECT DEFAULT PRINTER AND PRINTED A TEST PAGE. ::,REPLACED THE SPOOLER AND CLEARED THE PAPER JAM FROM THE TRAY. PRINTING RESTORED.,Resolved,Retail Banking,Dallas Office,United States,Texas
INC0002089,2025-02-06 18:53,Hardware,Printing,Desktop Support,2 - High,print server prints blank pages,Driver mismatch causing double-sided not working. set teh correct default printer and printed a test page.,"REPLACED THE TONER CARTRIDGE; TEST PAGE PRINTS CLEAN, STUCK IN QUEUE RESOLVED.",Closed,Sales & Marketing,Mumbai Campus,India,Maharashtra
INC0002072,2025-02-07 01:45,Security,Identity & Access,Service Desk,4 - Low,User needs access,needs access on teh license. added teh user to teh security group and confirmed login works.<br>,Resolved access denied after reset the MFA token. Access verified.,Resolved,Logistics & Supply Chain,Toronto Office,Canada,Ontario
INC0002079,2025-02-07 14:21,Network,Connectivity,Network Operations,3 - Moderate,no internet over VPN,User dropping connection on Ethernet. Ran tracert and saw high latency. checked the switch port.,"moved the user to a clean access point; Ethernet stable, user confirms connection restored.",Closed Complete,Logistics & Supply Chain,London HQ,United Kingdom,England
INC0002039,2025-02-11 12:02,Network,Connectivity,Network Operations,3 - Moderate,no internet over firewall ::,,Fixed the DNS record. checked the switch port and verified the network drive maps.,Closed,Retail Banking,San Jose Office,United States,California
INC0002014,2025-02-13 03:35,Hardware,Endpoint,Desktop Support,4 - Low,&nbsp;REPLACE SCREEN - KEYBOARD,User reports dock blue screen. Diagnostics flagged the display cable. reimaged the laptop.,"updated the display driver; keyboard stable, blue screen resolved.",Closed Complete,Manufacturing,Mumbai Campus,India,Maharashtra
INC0002092,2025-02-13 11:07,Software,Applications,Application Support,2 - High,INSTALL REQUEST FOR EXCEL<br>,"License request for Excel. Verified entitlement, repaired the installation.",Applied the license and pushed the update via SCCM. Closing ticket.,Resolved,Retail Banking,Mumbai Campus,India,Maharashtra
INC0002037,2025-02-14 10:38,Network,Connectivity,Network Operations,3 - Moderate,VLAN no internet,CHECKED THE VPN CLIENT; FOUND A STALE ENTRY. UPDATED THE WIRELESS DRIVER AND TESTED CONNECTIVITY.,FIXED THE VPN CLIENT. FLUSHED THE DNS CACHE AND VERIFIED THE NETWORK DRIVE MAPS.,Resolved,Healthcare Services,Toronto Office,Canada,Ontario
INC0002148,2025-02-15 04:37,Hardware,Printing,Desktop Support,3 - Moderate,offline status on network printer,Inspected the fuser. restarted the print server to clear the offline status.,"re-installed the print driver; test page prints clean, double-sided not working resolved.",Resolved,Logistics & Supply Chain,London HQ,United Kingdom,England
INC0002094,2025-02-15 23:45,Network,Connectivity,Network Operations,3 - Moderate,Cannot map IP address,"<p>VPN authentication failed. Verified credentials, flushed the DNS cache.</p>",&nbsp;Resolved cannot connect after moved the user to a clean access point. Latency back to normal.,Closed,Logistics & Supply Chain,Toronto Office,Canada,Ontario
INC0002050,2025-02-16 10:40,Hardware,Printing,Desktop Support,2 - High,Cannot print to HP LaserJet - double-sided not working,INSPECTED THE FUSER. SET THE CORRECT DEFAULT PRINTER TO CLEAR THE STREAKS ON PAGE.,"set teh correct default printer; test page prints clean, error 49 resolved.",Closed Complete,Healthcare Services,San Jose Office,United States,California
INC0002064,2025-02-19 02:16,Network,Connectivity,Network Operations,4 - Low,Cannot map VPN client,Checked the DNS record; found a stale entry. checked the switch port and tested connectivity.,FIXED THE ACCESS POINT. MOVED THE USER TO A CLEAN ACCESS POINT AND VERIFIED THE NETWORK DRIVE MAPS.,Resolved,Logistics & Supply Chain,London HQ,United Kingdom,England
INC0002086,2025-02-19 03:56,Software,Applications,Application Support,4 - Low,Install request for SAP,"User reports Adobe Acrobat error on startup. Reviewed logs, re-installed teh application.<br>",Applied the installation and re-installed the application. Closing ticket.,Closed Complete,Manufacturing,Manchester Office,United Kingdom,England
INC0002013,2025-02-19 21:04,Software,Applications,Application Support,2 - High,slow to load - chrome,"User reports the line-of-business app freezes on launch. Reviewed logs, reapplied the license key.",Applied the shortcut and cleared the application cache. Closing ticket.,Closed Complete,Retail Banking,San Jose Office,United States,California
INC0002006,2025-02-19 22:37,Security,Identity & Access,Service Desk,4 - Low,USER FORGOT PWD,account locked on teh pwd. reset teh pwd and confirmed login works.,Granted license and unlocked the account. Closing per requester confirmation.,Resolved,Healthcare Services,San Jose Office,United States,California
INC0002139,2025-02-20 12:28,Hardware,Endpoint,Desktop Support,4 - Low,keyboard won't power on<br>,&nbsp;Laptop running slow. cleaned the fan vents and ran a stress test.,Fixed running slow after swapped teh dock. User confirms keyboard working.,Closed Complete,Corporate Functions,Toronto Office,Canada,Ontario
INC0002136,2025-02-21 18:44,Network,Connectivity,Network Operations,2 - High,<div>Cannot map IP address</div>,,Fixed the IP address. updated the wireless driver and verified the network drive maps.,Resolved,Corporate Functions,Dallas Office,United States,Texas
INC0002105,2025-02-23 03:51,Hardware,Printing,Desktop Support,2 - High,print server paper jam ::,User reports stuck in queue on the HP LaserJet. Found a paper tray fault. restarted the print server.,"<p>cleared the paper jam from the tray; test page prints clean, out of toner resolved.</p>",Closed,Logistics & Supply Chain,Manchester Office,United Kingdom,England
INC0002138,2025-02-24 21:51,Software,Email & Collaboration,Messaging Support,3 - Moderate,<div>Exchange won't open</div>,Verified the DL configuration. checked Exchange mailbox quota to resolve the sync error.,"Added user to teh rule. Verified mail delivery, closing ticket.",Closed,Healthcare Services,Manchester Office,United Kingdom,England
INC0002104,2025-02-25 06:08,Network,Connectivity,Network Operations,3 - Moderate,<div>no internet over VPN</div>,<p>CHECKED THE VPN CLIENT; FOUND A STALE ENTRY. MOVED THE USER TO A CLEAN ACCESS POINT AND TESTED CONNECTIVITY.</p>,RESOLVED INTERMITTENT DROPS AFTER RENEWED THE DHCP LEASE. LATENCY BACK TO NORMAL.,Closed,Corporate Functions,San Jose Office,United States,California
INC0002042,2025-02-25 11:32,Software,Email & Collaboration,Messaging Support,3 - Moderate,<div>teams cannot send for user calendar</div>,verified the calendar configuration. reset the autocomplete cache to resolve the sync error.,RECREATED THE OUTLOOK PROFILE; USER CONFIRMS OUTLOOK WORKING AND EMAILS FLOWING.,Resolved,Retail Banking,San Jose Office,United States,California
INC0002003,2025-02-26 02:26,Network,Connectivity,Network Operations,3 - Moderate,USER CANNOT CONNECT ON FIREWALL,"VPN authentication failed. Verified credentials, reconnected the VPN client.","reseated the Ethernet cable; DNS stable, user confirms connection restored.",Resolved,Healthcare Services,Dallas Office,United States,Texas
INC0002134,2025-02-28 05:59,Security,Identity & Access,Service Desk,3 - Moderate,Request permission for new starter ::,"User forgot password. Verified identity, then reset the MFA token in SSO.",RESET THE MFA TOKEN; USER CONFIRMS LOGIN TO SSO SUCCESSFUL.,Closed,Manufacturing,Toronto Office,Canada,Ontario
INC0002026,2025-02-28 19:41,Software,Cross-functional,Application Support,2 - High,OUTLOOK ADD-IN FOR THE LINE-OF-BUSINESS APP MISSING,The distribution list add-in disappeared from Outlook. re-installed teh app to restore it.,reinstalled teh application; teh outlook add-in loads and emails send. resolved.,Closed,Sales & Marketing,Frankfurt DC,Germany,Hesse
INC0002010,2025-03-01 00:20,Software,Applications,Application Support,2 - High,Install request for Zoom,license expired traced to a corrupt update. re-installed teh app and tested launch.,Resolved missing add-in after recreated the user profile. User confirms SAP working.,Closed Complete,Manufacturing,Dallas Office,United States,Texas
INC0002132,2025-03-03 11:49,Hardware,Endpoint,Desktop Support,4 - Low,Replace hard drive - docking station,Laptop loud fan noise. ran hardware diagnostics and ran a stress test.,Fixed won't power on after swapped the docking station. User confirms keyboard working. ::,Closed,Logistics & Supply Chain,Mumbai Campus,India,Maharashtra
INC0002056,2025-03-03 23:38,Software,Applications,Application Support,3 - Moderate,Install request for Zoom<br>,Update error on startup. reapplied the license key and confirmed the app opens.,Resolved keeps crashing after ran the installer as admin. User confirms Zoom working.,Closed,Sales & Marketing,London HQ,United Kingdom,England
INC0002128,2025-03-04 08:08,Network,Cross-functional,Network Operations,2 - High,vpn login failing - account and connection both checked,VPN ACCOUNT LOCKED; SUSPECTED THE ACCOUNT. UNLOCKED THE ACCOUNT THEN RESEATED THE ETHERNET CABLE ON THE VPN CLIENT.,UNLOCKED THE ACCOUNT AND RESEATED THE ETHERNET CABLE. VPN CONNECTION AUTHENTICATES. CLOSED.<br>,Closed Complete,Corporate Functions,San Jose Office,United States,California
INC0002093,2025-03-04 09:31,Software,Email & Collaboration,Messaging Support,3 - Moderate,&nbsp;User cannot access meeting invite in Teams,Verified the contact config. reset the autocomplete cache to resolve the sync error.,Resolved won't open after checked Exchange mailbox quota. Mailbox syncing normally.,Closed,Corporate Functions,Mumbai Campus,India,Maharashtra
INC0002080,2025-03-05 07:50,Software,Email & Collaboration,Messaging Support,3 - Moderate,Microsoft 365 search not working for user rule,User reports M365 stuck in outbox. Confirmed mailbox is online. checked Exchange mailbox quota.,"Added user to the DL. Verified mail delivery, closing ticket.",Resolved,Corporate Functions,Toronto Office,Canada,Ontario
INC0002063,2025-03-05 15:27,Network,Cross-functional,Network Operations,4 - Low,VPN login failing - account and conection both checked,VPN ACCOUNT LOCKED; SUSPECTED THE ACCOUNT. RESET THE MFA TOKEN THEN RESET THE NETWORK ADAPTER ON THE VPN CLIENT.,reset the MFA token and reset the network adapter. VPN connection authenticates. Closed.,Closed,Retail Banking,San Jose Office,United States,California
INC0002097,2025-03-06 07:04,Network,Connectivity,Network Operations,3 - Moderate,VLAN no internet,<p>user cannot reach network drive on vlan. ran tracert and saw high latency. flushed the dns cache.</p>,"reconnected the VPN client; Wi-Fi stable, user confirms connection restored.",Closed Complete,Retail Banking,New York Office,United States,New York
INC0002066,2025-03-06 22:20,Software,Applications,Application Support,2 - High,SAP add-in freezes on launch,"license request for adobe acrobat. verified entitlement, disabled the conflicting add-in.",pushed the update via SCCM; Adobe Acrobat launches without errors.,Closed,Retail Banking,Sydney Hub,Australia,New South Wales
INC0002028,2025-03-06 22:41,Hardware,Printing,Desktop Support,3 - Moderate,error 49 on Xerox MFP,<p>Job stuck in teh default printer. cleared teh print spooler and released teh job successfully.</p>,"CLEARED THE PRINT SPOOLER; TEST PAGE PRINTS CLEAN, ERROR 49 RESOLVED.",Resolved,Logistics & Supply Chain,New York Office,United States,New York
